country	continent	year	pop	lifeExp	gdpPercap	color
Gabon	Africa	1992	985739	61.366	13522.15752	#FDCA88
Swaziland	Africa	1992	962344	58.474	3553.0224	#FDCD8E
Reunion	Africa	1992	622191	73.615	6101.255823	#FDD39B
Montenegro	Europe	1992	621621	75.435	7003.339037	#DFF2C5
Bahrain	Asia	1992	529491	72.601	19035.57917	#E7D4E8
Comoros	Africa	1992	454429	57.939	1246.90737	#FDD9A8
Equatorial Guinea	Africa	1992	387838	47.545	1132.055034	#FDD6A2
Djibouti	Africa	1992	384156	51.604	2377.156192	#FDDCAF
Iceland	Europe	1992	259012	78.77	25144.39201	#E6F5D0
Sao Tome and Principe	Africa	1992	125911	62.742	1428.777814	#FEE0B6
China	Asia	1997	1230075000	70.426	2289.234136	#40004B
India	Asia	1997	9.59e+08	61.765	1458.817442	#460552
United States	Americas	1997	272911760	76.81	35767.43303	#A50026
Indonesia	Asia	1997	199278000	66.041	3119.335603	#540F60
Brazil	Americas	1997	168546719	69.388	7957.980824	#AD0826
Pakistan	Asia	1997	135564834	61.818	2049.350521	#611A6D
Japan	Asia	1997	125956499	80.69	28816.58499	#4D0A59
Bangladesh	Asia	1997	123315288	59.412	972.7700352	#5B1567
Nigeria	Africa	1997	106207839	47.464	1624.941275	#7F3B08
Mexico	Americas	1997	95895146	73.67	9767.29753	#B51026
Germany	Europe	1997	82011073	77.34	27788.88416	#276419
Vietnam	Asia	1997	76048996	70.672	1385.896769	#681F75
Philippines	Asia	1997	75012988	68.564	2536.534925	#6F247B
Egypt	Africa	1997	66134291	67.217	4173.181797	#833D07
Iran	Asia	1997	63327987	68.042	8263.590301	#834492
Turkey	Europe	1997	63047647	68.835	6601.429915	#468A1F
Thailand	Asia	1997	60216677	67.521	5852.625497	#762A83
Ethiopia	Africa	1997	59861301	49.402	515.8894013	#873F07
United Kingdom	Europe	1997	58808266	77.218	26074.53136	#2C6A1A
France	Europe	1997	58623428	78.64	25889.78487	#36771C
Italy	Europe	1997	57479469	78.82	24675.02446	#31701B
Congo, Dem. Rep.	Africa	1997	47798986	42.587	312.188423	#8F4407
Korea, Rep.	Asia	1997	46173816	74.647	15993.52796	#7A3288
Myanmar	Asia	1997	43247867	60.328	415	#7E3B8C
South Africa	Africa	1997	42835005	60.236	7479.188244	#8B4107
Spain	Europe	1997	39855442	78.77	20445.29896	#3B7D1D
Poland	Europe	1997	38654957	72.75	10159.58368	#41831E
Colombia	Americas	1997	37657830	70.313	6117.361746	#CE2726
Argentina	Americas	1997	36203463	73.275	10967.28195	#BE1826
Sudan	Africa	1997	32160729	55.373	1632.210764	#9B4A06
Tanzania	Africa	1997	30686889	48.466	789.1862231	#9F4D06
Canada	Americas	1997	30305843	78.61	28954.92589	#C62026
Algeria	Africa	1997	29072015	69.152	4797.295051	#974807
Morocco	Africa	1997	28529501	67.66	2982.101858	#934607
Kenya	Africa	1997	28263827	54.407	1360.485021	#A34F06
Peru	Americas	1997	24748122	68.386	5838.347657	#D73027
Nepal	Asia	1997	23001113	59.426	1010.892138	#874D96
Romania	Europe	1997	22562458	69.72	7346.547557	#4B9020
Venezuela	Americas	1997	22374398	72.146	10165.49518	#E54E35
Afghanistan	Asia	1997	22227415	41.763	635.341351	#9467A5
Taiwan	Asia	1997	21628605	75.25	20206.82098	#905EA1
Korea, Dem. Rep.	Asia	1997	21585105	67.727	1690.756814	#8B559B
Saudi Arabia	Asia	1997	21229759	70.533	20586.69019	#B291C1
Uganda	Africa	1997	21210254	44.578	816.559081	#AB5406
Iraq	Asia	1997	20775703	58.811	3076.239795	#A37DB3
Malaysia	Asia	1997	20476091	71.938	10132.90964	#9E76AF
Sri Lanka	Asia	1997	18698655	70.457	2664.477257	#9970AB
Australia	Oceania	1997	18565243	78.83	26997.93657	#313695
Ghana	Africa	1997	18418288	58.556	1005.245812	#AF5606
Mozambique	Africa	1997	16603334	46.344	472.3460771	#A75106
Yemen, Rep.	Asia	1997	15826497	58.02	2117.484526	#A883B8
Netherlands	Europe	1997	15604464	78.03	30246.13063	#529624
Syria	Asia	1997	15081016	71.527	4014.238972	#B797C6
Cote d'Ivoire	Africa	1997	14625967	47.991	1786.265407	#D0730F
Chile	Americas	1997	14599929	75.816	10118.05318	#DB3A2B
Cameroon	Africa	1997	14195809	52.199	1694.337469	#B35806
Madagascar	Africa	1997	14165114	54.978	986.2958956	#B75C07
Ecuador	Americas	1997	11911819	72.312	7429.455877	#EA5839
Cambodia	Asia	1997	11782962	56.534	734.28517	#AD8ABD
Zimbabwe	Africa	1997	11404948	46.809	792.4499603	#CC6F0D
Cuba	Americas	1997	10983007	76.151	5431.990415	#E04430
Greece	Europe	1997	10502372	77.869	18747.69814	#74B33A
Malawi	Africa	1997	10419991	47.495	692.2758103	#D37610
Burkina Faso	Africa	1997	10352843	50.324	946.2949618	#BA5F08
Serbia	Europe	1997	10336594	72.232	7914.320304	#92C858
Czech Republic	Europe	1997	10300707	74.01	16048.51424	#5FA12D
Hungary	Europe	1997	10244684	71.04	11712.7768	#599C28
Belgium	Europe	1997	10199787	77.53	27561.19663	#66A731
Portugal	Europe	1997	10156415	75.97	17641.03156	#6DAD35
Angola	Africa	1997	9875024	40.963	2277.140884	#BE6209
Guatemala	Americas	1997	9803875	66.322	4684.313807	#F46D43
Niger	Africa	1997	9666252	51.313	580.3052092	#C96C0C
Senegal	Africa	1997	9535314	60.187	1392.368347	#D77911
Zambia	Africa	1997	9417789	40.238	1071.353818	#DE8013
Mali	Africa	1997	9384984	49.903	790.2579846	#C2650A
Tunisia	Africa	1997	9231669	71.973	4876.798614	#C5690B
Sweden	Europe	1997	8897619	79.39	25266.59499	#82BE45
Austria	Europe	1997	8069876	77.51	29095.92066	#8AC34F
Bulgaria	Europe	1997	8066057	70.32	5970.38876	#7BB93E
Guinea	Africa	1997	8048834	51.455	869.4497668	#E18417
Dominican Republic	Americas	1997	7992357	69.957	3614.101285	#F7824D
Bolivia	Americas	1997	7693188	62.05	3326.143191	#F57748
Chad	Africa	1997	7562011	51.573	1004.961353	#DA7D12
Rwanda	Africa	1997	7212583	36.087	589.9445051	#E3881D
Switzerland	Europe	1997	7193761	79.37	32135.32301	#9ACD62
Haiti	Americas	1997	6913545	56.671	1341.726931	#EF623E
Somalia	Africa	1997	6633514	43.795	930.5964284	#E58C23
Hong Kong, China	Asia	1997	6495918	80	28377.63219	#BC9ECA
Burundi	Africa	1997	6121610	45.326	463.1151478	#E79029
Benin	Africa	1997	6066080	54.777	1232.975292	#EC9936
Honduras	Americas	1997	5867957	67.659	3160.454906	#FDB668
El Salvador	Americas	1997	5783439	69.535	5154.825496	#FBA35B
Israel	Asia	1997	5531387	78.269	20896.60924	#C2A5CF
Slovak Republic	Europe	1997	5383010	72.71	12126.23065	#B9E188
Denmark	Europe	1997	5283663	76.11	29804.34567	#A2D26B
Paraguay	Americas	1997	5154123	69.4	4247.400261	#FDAE61
Finland	Europe	1997	5134406	77.13	23723.9502	#AAD875
Libya	Africa	1997	4759670	71.555	9467.446056	#F7AE55
Nicaragua	Americas	1997	4609572	68.426	2253.023004	#FDC778
Sierra Leone	Africa	1997	4578212	39.897	574.6481576	#EA952F
Jordan	Asia	1997	4526235	69.772	3645.379572	#D9C2DE
Croatia	Europe	1997	4444595	73.68	9875.604515	#B2DD7E
Norway	Europe	1997	4405672	78.32	41283.16433	#BFE492
Togo	Africa	1997	4320890	58.39	982.2869243	#F3A548
Eritrea	Africa	1997	4058319	53.378	913.47079	#EE9D3C
Singapore	Asia	1997	3802309	77.158	33519.4766	#CBB0D5
Puerto Rico	Americas	1997	3759430	74.917	16999.4333	#FA9856
Central African Republic	Africa	1997	3696513	46.066	740.5063317	#F1A142
New Zealand	Oceania	1997	3676187	77.55	21050.41377	#4575B4
Ireland	Europe	1997	3667233	76.122	24521.94713	#C6E79C
Bosnia and Herzegovina	Europe	1997	3607000	73.244	4766.355904	#CCE9A7
Costa Rica	Americas	1997	3518107	77.26	6677.045314	#FDD788
Lebanon	Asia	1997	3430388	70.265	8754.96385	#C6AAD2
Albania	Europe	1997	3428038	72.95	3193.054604	#D9EFBB
Uruguay	Americas	1997	3262838	74.223	9230.240708	#F88D51
West Bank and Gaza	Asia	1997	2826046	71.096	7110.667619	#CFB6D8
Congo, Rep.	Africa	1997	2800947	52.962	3484.164376	#FCB661
Panama	Americas	1997	2734531	73.738	7113.692252	#FDCF80
Jamaica	Americas	1997	2531311	72.262	7121.924704	#FDBE70
Mongolia	Asia	1997	2494803	63.625	1902.2521	#D4BCDB
Mauritania	Africa	1997	2444741	60.43	1483.136136	#F5AA4E
Oman	Asia	1997	2283635	72.499	19702.05581	#DDC8E1
Liberia	Africa	1997	2200725	42.221	609.1739508	#FAB25B
Slovenia	Europe	1997	2011612	75.13	17161.10735	#D2ECB1
Lesotho	Africa	1997	1982823	55.558	1186.147994	#FDBA67
Namibia	Africa	1997	1774766	58.909	3899.52426	#FDC37B
Kuwait	Asia	1997	1765345	76.156	40300.61996	#E2CEE4
Botswana	Africa	1997	1536536	52.556	8647.142313	#FDC681
Gambia	Africa	1997	1235767	55.861	653.7301704	#FDD095
Guinea-Bissau	Africa	1997	1193708	44.873	796.6644681	#FDBD6E
Mauritius	Africa	1997	1149818	70.736	7425.705295	#FDC074
Trinidad and Tobago	Americas	1997	1138101	69.465	8792.573126	#FEE090
Gabon	Africa	1997	1126189	60.461	14722.84188	#FDCA88
Swaziland	Africa	1997	1054486	54.289	3876.76846	#FDCD8E
Montenegro	Europe	1997	692651	75.445	6465.613349	#DFF2C5
Reunion	Africa	1997	684810	74.772	6071.941411	#FDD39B
Bahrain	Asia	1997	598561	73.925	20292.01679	#E7D4E8
Comoros	Africa	1997	527982	60.66	1173.618235	#FDD9A8
Equatorial Guinea	Africa	1997	439971	48.245	2814.480755	#FDD6A2
Djibouti	Africa	1997	417908	53.157	1895.016984	#FDDCAF
Iceland	Europe	1997	271192	78.95	28061.09966	#E6F5D0
Sao Tome and Principe	Africa	1997	145608	63.306	1339.076036	#FEE0B6
China	Asia	2002	1280400000	72.028	3119.280896	#40004B
India	Asia	2002	1034172547	62.879	1746.769454	#460552
United States	Americas	2002	287675526	77.31	39097.09955	#A50026
Indonesia	Asia	2002	211060000	68.588	2873.91287	#540F60
Brazil	Americas	2002	179914212	71.006	8131.212843	#AD0826
Pakistan	Asia	2002	153403524	63.61	2092.712441	#611A6D
Bangladesh	Asia	2002	135656790	62.013	1136.39043	#5B1567
Japan	Asia	2002	127065841	82	28604.5919	#4D0A59
Nigeria	Africa	2002	119901274	46.608	1615.286395	#7F3B08
Mexico	Americas	2002	102479927	74.902	10742.44053	#B51026
Philippines	Asia	2002	82995088	70.303	2650.921068	#6F247B
Germany	Europe	2002	82350671	78.67	30035.80198	#276419
Vietnam	Asia	2002	80908147	73.017	1764.456677	#681F75
Egypt	Africa	2002	73312559	69.806	4754.604414	#833D07
Ethiopia	Africa	2002	67946797	50.725	530.0535319	#873F07
Turkey	Europe	2002	67308928	70.845	6508.085718	#468A1F
Iran	Asia	2002	66907826	69.451	9240.761975	#834492
Thailand	Asia	2002	62806748	68.564	5913.187529	#762A83
France	Europe	2002	59925035	79.59	28926.03234	#36771C
United Kingdom	Europe	2002	59912431	78.471	29478.99919	#2C6A1A
Italy	Europe	2002	57926999	80.24	27968.09817	#31701B
Congo, Dem. Rep.	Africa	2002	55379852	44.966	241.1658765	#8F4407
Korea, Rep.	Asia	2002	47969150	77.045	19233.98818	#7A3288
Myanmar	Asia	2002	45598081	59.908	611	#7E3B8C
South Africa	Africa	2002	44433622	53.365	7710.946444	#8B4107
Colombia	Americas	2002	41008227	71.682	5755.259962	#CE2726
Spain	Europe	2002	40152517	79.78	24835.47166	#3B7D1D
Poland	Europe	2002	38625976	74.67	12002.23908	#41831E
Argentina	Americas	2002	38331121	74.34	8797.640716	#BE1826
Sudan	Africa	2002	37090298	56.369	1993.398314	#9B4A06
Tanzania	Africa	2002	34593779	49.651	899.0742111	#9F4D06
Canada	Americas	2002	31902268	79.77	33328.96507	#C62026
Kenya	Africa	2002	31386842	50.992	1287.514732	#A34F06
Algeria	Africa	2002	31287142	70.994	5288.040382	#974807
Morocco	Africa	2002	31167783	69.615	3258.495584	#934607
Peru	Americas	2002	26769436	69.906	5909.020073	#D73027
Nepal	Asia	2002	25873917	61.34	1057.206311	#874D96
Afghanistan	Asia	2002	25268405	42.129	726.7340548	#9467A5
Uganda	Africa	2002	24739869	47.813	927.7210018	#AB5406
Saudi Arabia	Asia	2002	24501530	71.626	19014.54118	#B291C1
Venezuela	Americas	2002	24287670	72.766	8605.047831	#E54E35
Iraq	Asia	2002	24001816	57.046	4390.717312	#A37DB3
Malaysia	Asia	2002	22662365	73.044	10206.97794	#9E76AF
Taiwan	Asia	2002	22454239	76.99	23235.42329	#905EA1
Romania	Europe	2002	22404337	71.322	7885.360081	#4B9020
Korea, Dem. Rep.	Asia	2002	22215365	66.662	1646.758151	#8B559B
Ghana	Africa	2002	20550751	58.453	1111.984578	#AF5606
Sri Lanka	Asia	2002	19576783	70.815	3015.378833	#9970AB
Australia	Oceania	2002	19546792	80.37	30687.75473	#313695
Yemen, Rep.	Asia	2002	18701257	60.308	2234.820827	#A883B8
Mozambique	Africa	2002	18473780	44.026	633.6179466	#A75106
Syria	Asia	2002	17155814	73.053	4090.925331	#B797C6
Madagascar	Africa	2002	16473477	57.286	894.6370822	#B75C07
Cote d'Ivoire	Africa	2002	16252726	46.832	1648.800823	#D0730F
Netherlands	Europe	2002	16122830	78.53	33724.75778	#529624
Cameroon	Africa	2002	15929988	49.856	1934.011449	#B35806
Chile	Americas	2002	15497046	77.86	10778.78385	#DB3A2B
Cambodia	Asia	2002	12926707	56.752	896.2260153	#AD8ABD
Ecuador	Americas	2002	12921234	74.173	5773.044512	#EA5839
Burkina Faso	Africa	2002	12251209	50.65	1037.645221	#BA5F08
Zimbabwe	Africa	2002	11926563	39.989	672.0386227	#CC6F0D
Malawi	Africa	2002	11824495	45.009	665.4231186	#D37610
Cuba	Americas	2002	11226999	77.158	6340.646683	#E04430
Guatemala	Americas	2002	11178650	68.978	4858.347495	#F46D43
Niger	Africa	2002	11140655	54.496	601.0745012	#C96C0C
Senegal	Africa	2002	10870037	61.6	1519.635262	#D77911
Angola	Africa	2002	10866106	41.003	2773.287312	#BE6209
Greece	Europe	2002	10603863	78.256	22514.2548	#74B33A
Zambia	Africa	2002	10595811	39.193	1071.613938	#DE8013
Mali	Africa	2002	10580176	51.818	951.4097518	#C2650A
Portugal	Europe	2002	10433867	77.29	19970.90787	#6DAD35
Belgium	Europe	2002	10311970	78.32	30485.88375	#66A731
Czech Republic	Europe	2002	10256295	75.51	17596.21022	#5FA12D
Serbia	Europe	2002	10111559	73.213	7236.075251	#92C858
Hungary	Europe	2002	10083313	72.59	14843.93556	#599C28
Tunisia	Africa	2002	9770575	73.042	5722.895655	#C5690B
Sweden	Europe	2002	8954175	80.04	29341.63093	#82BE45
Chad	Africa	2002	8835739	50.525	1156.18186	#DA7D12
Guinea	Africa	2002	8807818	53.676	945.5835837	#E18417
Dominican Republic	Americas	2002	8650322	70.847	4563.808154	#F7824D
Bolivia	Americas	2002	8445134	63.883	3413.26269	#F57748
Austria	Europe	2002	8148312	78.98	32417.60769	#8AC34F
Rwanda	Africa	2002	7852401	43.413	785.6537648	#E3881D
Somalia	Africa	2002	7753310	45.936	882.0818218	#E58C23
Bulgaria	Europe	2002	7661799	72.14	7696.777725	#7BB93E
Haiti	Americas	2002	7607651	58.137	1270.364932	#EF623E
Switzerland	Europe	2002	7361757	80.62	34480.95771	#9ACD62
Benin	Africa	2002	7026113	54.406	1372.877931	#EC9936
Burundi	Africa	2002	7021078	47.36	446.4035126	#E79029
Hong Kong, China	Asia	2002	6762476	81.495	30209.01516	#BC9ECA
Honduras	Americas	2002	6677328	68.565	3099.72866	#FDB668
El Salvador	Americas	2002	6353681	70.734	5351.568666	#FBA35B
Israel	Asia	2002	6029529	79.696	21905.59514	#C2A5CF
Paraguay	Americas	2002	5884491	70.755	3783.674243	#FDAE61
Slovak Republic	Europe	2002	5410052	73.8	13638.77837	#B9E188
Denmark	Europe	2002	5374693	77.18	32166.50006	#A2D26B
Libya	Africa	2002	5368585	72.737	9534.677467	#F7AE55
Sierra Leone	Africa	2002	5359092	41.012	699.489713	#EA952F
Jordan	Asia	2002	5307470	71.263	3844.917194	#D9C2DE
Finland	Europe	2002	5193039	78.37	28204.59057	#AAD875
Nicaragua	Americas	2002	5146848	70.836	2474.548819	#FDC778
Togo	Africa	2002	4977378	57.561	886.2205765	#F3A548
Norway	Europe	2002	4535591	79.05	44683.97525	#BFE492
Croatia	Europe	2002	4481020	74.876	11628.38895	#B2DD7E
Eritrea	Africa	2002	4414865	55.24	765.3500015	#EE9D3C
Singapore	Asia	2002	4197776	78.77	36023.1054	#CBB0D5
Bosnia and Herzegovina	Europe	2002	4165416	74.09	6018.975239	#CCE9A7
Central African Republic	Africa	2002	4048013	43.308	738.6906068	#F1A142
New Zealand	Oceania	2002	3908037	79.11	23189.80135	#4575B4
Ireland	Europe	2002	3879155	77.783	34077.04939	#C6E79C
Puerto Rico	Americas	2002	3859606	77.778	18855.60618	#FA9856
Costa Rica	Americas	2002	3834934	78.123	7723.447195	#FDD788
Lebanon	Asia	2002	3677780	71.028	9313.93883	#C6AAD2
Albania	Europe	2002	3508512	75.651	4604.211737	#D9EFBB
West Bank and Gaza	Asia	2002	3389578	72.37	4515.487575	#CFB6D8
Uruguay	Americas	2002	3363085	75.307	7727.002004	#F88D51
Congo, Rep.	Africa	2002	3328795	52.97	3484.06197	#FCB661
Panama	Americas	2002	2990875	74.712	7356.031934	#FDCF80
Mauritania	Africa	2002	2828858	62.247	1579.019543	#F5AA4E
Liberia	Africa	2002	2814651	43.753	531.4823679	#FAB25B
Oman	Asia	2002	2713462	74.193	19774.83687	#DDC8E1
Mongolia	Asia	2002	2674234	65.033	2140.739323	#D4BCDB
Jamaica	Americas	2002	2664659	72.047	6994.774861	#FDBE70
Kuwait	Asia	2002	2111561	76.904	35110.10566	#E2CEE4
Lesotho	Africa	2002	2046772	44.593	1275.184575	#FDBA67
Slovenia	Europe	2002	2011497	76.66	20660.01936	#D2ECB1
Namibia	Africa	2002	1972153	51.479	4072.324751	#FDC37B
Botswana	Africa	2002	1630347	46.634	11003.60508	#FDC681
Gambia	Africa	2002	1457766	58.041	660.5855997	#FDD095
Guinea-Bissau	Africa	2002	1332459	45.504	575.7047176	#FDBD6E
Gabon	Africa	2002	1299304	56.761	12521.71392	#FDCA88
Mauritius	Africa	2002	1200206	71.954	9021.815894	#FDC074
Swaziland	Africa	2002	1130269	43.869	4128.116943	#FDCD8E
Trinidad and Tobago	Americas	2002	1101832	68.976	11460.60023	#FEE090
Reunion	Africa	2002	743981	75.744	6316.1652	#FDD39B
Montenegro	Europe	2002	720230	73.981	6557.194282	#DFF2C5
Bahrain	Asia	2002	656397	74.795	23403.55927	#E7D4E8
Comoros	Africa	2002	614382	62.974	1075.811558	#FDD9A8
Equatorial Guinea	Africa	2002	495627	49.348	7703.4959	#FDD6A2
Djibouti	Africa	2002	447416	53.373	1908.260867	#FDDCAF
Iceland	Europe	2002	288030	80.5	31163.20196	#E6F5D0
Sao Tome and Principe	Africa	2002	170372	64.337	1353.09239	#FEE0B6
China	Asia	2007	1318683096	72.961	4959.114854	#40004B
India	Asia	2007	1110396331	64.698	2452.210407	#460552
United States	Americas	2007	301139947	78.242	42951.65309	#A50026
Indonesia	Asia	2007	223547000	70.65	3540.651564	#540F60
Brazil	Americas	2007	190010647	72.39	9065.800825	#AD0826
Pakistan	Asia	2007	169270617	65.483	2605.94758	#611A6D
Bangladesh	Asia	2007	150448339	64.062	1391.253792	#5B1567
Nigeria	Africa	2007	135031164	46.859	2013.977305	#7F3B08
Japan	Asia	2007	127467972	82.603	31656.06806	#4D0A59
Mexico	Americas	2007	108700891	76.195	11977.57496	#B51026
Philippines	Asia	2007	91077287	71.688	3190.481016	#6F247B
Vietnam	Asia	2007	85262356	74.249	2441.576404	#681F75
Germany	Europe	2007	82400996	79.406	32170.37442	#276419
Egypt	Africa	2007	80264543	71.338	5581.180998	#833D07
Ethiopia	Africa	2007	76511887	52.947	690.8055759	#873F07
Turkey	Europe	2007	71158647	71.777	8458.276384	#468A1F
Iran	Asia	2007	69453570	70.964	11605.71449	#834492
Thailand	Asia	2007	65068149	70.616	7458.396327	#762A83
Congo, Dem. Rep.	Africa	2007	64606759	46.462	277.5518587	#8F4407
France	Europe	2007	61083916	80.657	30470.0167	#36771C
United Kingdom	Europe	2007	60776238	79.425	33203.26128	#2C6A1A
Italy	Europe	2007	58147733	80.546	28569.7197	#31701B
Korea, Rep.	Asia	2007	49044790	78.623	23348.13973	#7A3288
Myanmar	Asia	2007	47761980	62.069	944	#7E3B8C
Colombia	Americas	2007	44227550	72.889	7006.580419	#CE2726
South Africa	Africa	2007	43997828	49.339	9269.657808	#8B4107
Sudan	Africa	2007	42292929	58.556	2602.394995	#9B4A06
Spain	Europe	2007	40448191	80.941	28821.0637	#3B7D1D
Argentina	Americas	2007	40301927	75.32	12779.37964	#BE1826
Poland	Europe	2007	38518241	75.563	15389.92468	#41831E
Tanzania	Africa	2007	38139640	52.517	1107.482182	#9F4D06
Kenya	Africa	2007	35610177	54.11	1463.249282	#A34F06
Morocco	Africa	2007	33757175	71.164	3820.17523	#934607
Canada	Americas	2007	33390141	80.653	36319.23501	#C62026
Algeria	Africa	2007	33333216	72.301	6223.367465	#974807
Afghanistan	Asia	2007	31889923	43.828	974.5803384	#9467A5
Uganda	Africa	2007	29170398	51.542	1056.380121	#AB5406
Nepal	Asia	2007	28901790	63.785	1091.359778	#874D96
Peru	Americas	2007	28674757	71.421	7408.905561	#D73027
Saudi Arabia	Asia	2007	27601038	72.777	21654.83194	#B291C1
Iraq	Asia	2007	27499638	59.545	4471.061906	#A37DB3
Venezuela	Americas	2007	26084662	73.747	11415.80569	#E54E35
Malaysia	Asia	2007	24821286	74.241	12451.6558	#9E76AF
Korea, Dem. Rep.	Asia	2007	23301725	67.297	1593.06548	#8B559B
Taiwan	Asia	2007	23174294	78.4	28718.27684	#905EA1
Ghana	Africa	2007	22873338	60.022	1327.60891	#AF5606
Romania	Europe	2007	22276056	72.476	10808.47561	#4B9020
Yemen, Rep.	Asia	2007	22211743	62.698	2280.769906	#A883B8
Australia	Oceania	2007	20434176	81.235	34435.36744	#313695
Sri Lanka	Asia	2007	20378239	72.396	3970.095407	#9970AB
Mozambique	Africa	2007	19951656	42.082	823.6856205	#A75106
Syria	Asia	2007	19314747	74.143	4184.548089	#B797C6
Madagascar	Africa	2007	19167654	59.443	1044.770126	#B75C07
Cote d'Ivoire	Africa	2007	18013409	48.328	1544.750112	#D0730F
Cameroon	Africa	2007	17696293	50.43	2042.09524	#B35806
Netherlands	Europe	2007	16570613	79.762	36797.93332	#529624
Chile	Americas	2007	16284741	78.553	13171.63885	#DB3A2B
Burkina Faso	Africa	2007	14326203	52.295	1217.032994	#BA5F08
Cambodia	Asia	2007	14131858	59.723	1713.778686	#AD8ABD
Ecuador	Americas	2007	13755680	74.994	6873.262326	#EA5839
Malawi	Africa	2007	13327079	48.303	759.3499101	#D37610
Niger	Africa	2007	12894865	56.867	619.6768924	#C96C0C
Guatemala	Americas	2007	12572928	70.259	5186.050003	#F46D43
Angola	Africa	2007	12420476	42.731	4797.231267	#BE6209
Zimbabwe	Africa	2007	12311143	43.487	469.7092981	#CC6F0D
Senegal	Africa	2007	12267493	63.062	1712.472136	#D77911
Mali	Africa	2007	12031795	54.467	1042.581557	#C2650A
Zambia	Africa	2007	11746035	42.384	1271.211593	#DE8013
Cuba	Americas	2007	11416987	78.273	8948.102923	#E04430
Greece	Europe	2007	10706290	79.483	27538.41188	#74B33A
Portugal	Europe	2007	10642836	78.098	20509.64777	#6DAD35
Belgium	Europe	2007	10392226	79.441	33692.60508	#66A731
Tunisia	Africa	2007	10276158	73.923	7092.923025	#C5690B
Chad	Africa	2007	10238807	50.651	1704.063724	#DA7D12
Czech Republic	Europe	2007	10228744	76.486	22833.30851	#5FA12D
Serbia	Europe	2007	10150265	74.002	9786.534714	#92C858
Hungary	Europe	2007	9956108	73.338	18008.94444	#599C28
Guinea	Africa	2007	9947814	56.007	942.6542111	#E18417
Dominican Republic	Americas	2007	9319622	72.235	6025.374752	#F7824D
Bolivia	Americas	2007	9119152	65.554	3822.137084	#F57748
Somalia	Africa	2007	9118773	48.159	926.1410683	#E58C23
Sweden	Europe	2007	9031088	80.884	33859.74835	#82BE45
Rwanda	Africa	2007	8860588	46.242	863.0884639	#E3881D
Haiti	Americas	2007	8502814	60.916	1201.637154	#EF623E
Burundi	Africa	2007	8390505	49.58	430.0706916	#E79029
Austria	Europe	2007	8199783	79.829	36126.4927	#8AC34F
Benin	Africa	2007	8078314	56.728	1441.284873	#EC9936
Switzerland	Europe	2007	7554661	81.701	37506.41907	#9ACD62
Honduras	Americas	2007	7483763	70.198	3548.330846	#FDB668
Bulgaria	Europe	2007	7322858	73.005	10680.79282	#7BB93E
Hong Kong, China	Asia	2007	6980412	82.208	39724.97867	#BC9ECA
El Salvador	Americas	2007	6939688	71.878	5728.353514	#FBA35B
Paraguay	Americas	2007	6667147	71.752	4172.838464	#FDAE61
Israel	Asia	2007	6426679	80.745	25523.2771	#C2A5CF
Sierra Leone	Africa	2007	6144562	42.568	862.5407561	#EA952F
Jordan	Asia	2007	6053193	72.535	4519.461171	#D9C2DE
Libya	Africa	2007	6036914	73.952	12057.49928	#F7AE55
Togo	Africa	2007	5701579	58.42	882.9699438	#F3A548
Nicaragua	Americas	2007	5675356	72.899	2749.320965	#FDC778
Denmark	Europe	2007	5468120	78.332	35278.41874	#A2D26B
Slovak Republic	Europe	2007	5447502	74.663	18678.31435	#B9E188
Finland	Europe	2007	5238460	79.313	33207.0844	#AAD875
Eritrea	Africa	2007	4906585	58.04	641.3695236	#EE9D3C
Norway	Europe	2007	4627926	80.196	49357.19017	#BFE492
Singapore	Asia	2007	4553009	79.972	47143.17964	#CBB0D5
Bosnia and Herzegovina	Europe	2007	4552198	74.852	7446.298803	#CCE9A7
Croatia	Europe	2007	4493312	75.748	14619.22272	#B2DD7E
Central African Republic	Africa	2007	4369038	44.741	706.016537	#F1A142
Costa Rica	Americas	2007	4133884	78.782	9645.06142	#FDD788
New Zealand	Oceania	2007	4115771	80.204	25185.00911	#4575B4
Ireland	Europe	2007	4109086	78.885	40675.99635	#C6E79C
West Bank and Gaza	Asia	2007	4018332	73.422	3025.349798	#CFB6D8
Puerto Rico	Americas	2007	3942491	78.746	19328.70901	#FA9856
Lebanon	Asia	2007	3921278	71.993	10461.05868	#C6AAD2
Congo, Rep.	Africa	2007	3800610	55.322	3632.557798	#FCB661
Albania	Europe	2007	3600523	76.423	5937.029526	#D9EFBB
Uruguay	Americas	2007	3447496	76.384	10611.46299	#F88D51
Mauritania	Africa	2007	3270065	64.164	1803.151496	#F5AA4E
Panama	Americas	2007	3242173	75.537	9809.185636	#FDCF80
Oman	Asia	2007	3204897	75.64	22316.19287	#DDC8E1
Liberia	Africa	2007	3193942	45.678	414.5073415	#FAB25B
Mongolia	Asia	2007	2874127	66.803	3095.772271	#D4BCDB
Jamaica	Americas	2007	2780132	72.567	7320.880262	#FDBE70
Kuwait	Asia	2007	2505559	77.588	47306.98978	#E2CEE4
Namibia	Africa	2007	2055080	52.906	4811.060429	#FDC37B
Lesotho	Africa	2007	2012649	42.592	1569.331442	#FDBA67
Slovenia	Europe	2007	2009245	77.926	25768.25759	#D2ECB1
Gambia	Africa	2007	1688359	59.448	752.7497265	#FDD095
